4.901960784313725422e-03,4.901960784313725422e-03,4.901960784313725422e-03,5.098039215686274161e-01
2.598039215686274717e-01,2.598039215686274717e-01,2.598039215686274717e-01,2.547133540542466656e-01
-2.303921568627450844e-01,2.696078431372548878e-01,2.696078431372548878e-01,2.450980392156862642e-01
2.696078431372548878e-01,-2.303921568627450844e-01,2.696078431372548878e-01,2.450980392156862642e-01
2.696078431372548878e-01,2.696078431372548878e-01,-2.303921568627450844e-01,2.450980392156862642e-01
-2.598039215686274717e-01,-2.598039215686274717e-01,2.696078431372548878e-01,2.450980392156862642e-01
-2.598039215686274717e-01,2.696078431372548878e-01,-2.598039215686274717e-01,2.450980392156862642e-01
2.696078431372548878e-01,-2.598039215686274717e-01,-2.598039215686274717e-01,2.450980392156862642e-01
-2.598039215686274717e-01,-2.598039215686274717e-01,-2.598039215686274717e-01,2.377324637839635380e-01
-3.186274509803921351e-01,-4.901960784313725422e-03,3.284313725490196068e-01,1.818356567744255636e-01
-3.186274509803921351e-01,3.284313725490196068e-01,-4.901960784313725422e-03,1.818356567744255636e-01
-4.901960784313725422e-03,-3.186274509803921351e-01,3.284313725490196068e-01,1.818356567744255636e-01
-4.901960784313725422e-03,3.284313725490196068e-01,-3.186274509803921351e-01,1.818356567744255636e-01
3.284313725490196068e-01,-3.186274509803921351e-01,-4.901960784313725422e-03,1.818356567744255636e-01
3.284313725490196068e-01,-4.901960784313725422e-03,-3.186274509803921351e-01,1.818356567744255636e-01
-3.186274509803921351e-01,-2.205882352941176405e-01,-4.901960784313725422e-03,1.786359525322411546e-01
-3.186274509803921351e-01,-4.901960784313725422e-03,-2.205882352941176405e-01,1.786359525322411546e-01
-4.901960784313725422e-03,-3.186274509803921351e-01,-2.205882352941176405e-01,1.786359525322411546e-01
4.901960784313725422e-03,1.519607843137254777e-01,3.382352941176470784e-01,1.753778805882187930e-01
4.901960784313725422e-03,3.382352941176470784e-01,1.519607843137254777e-01,1.753778805882187930e-01
3.382352941176470784e-01,4.901960784313725422e-03,1.519607843137254777e-01,1.753778805882187930e-01
