1.843915814525316721e+00,8.742276367523293956e-02,5.710647717303424242e-04,1.444390226295445001e-01
-1.274848489799768503e+00,5.074335189920520239e-01,-2.284915942238618936e-04,2.364015926770543785e-01
-1.378115171934687577e+00,3.106382228134433321e-01,5.606626274357040529e-15,3.020285020013509514e-01
-1.812992914530625832e+00,-1.177717645478099373e-01,5.312573680135851406e-04,1.623379782165554897e-01
0.000000000000000000e+00,-5.008421678657562492e-02,6.383782391594650107e-15,4.991631795607183730e-01
1.029861046248480294e+00,6.229916632427582313e-01,2.953064803169723473e-04,2.234790682241668547e-01
-1.546923265015825777e+00,-3.568156012751587114e-01,5.190292640122606826e-15,2.191567883327645849e-01
9.827157348885279253e-01,-6.348311383797832219e-01,-7.989391580141141924e-05,2.264713833305271873e-01
-3.078075965967636551e-01,6.726355461894762966e-01,1.926629894412890120e-04,3.048768915307136229e-01
1.805365006429056507e+00,-1.077338911473241650e-01,-4.718447854656915297e-15,1.698319454428716124e-01
1.495909639514648060e+00,-2.186565794245166616e-01,-6.938893903907228378e-15,2.913418111110678832e-01
-1.225996155233359586e+00,-1.562067766719811845e-01,7.049916206369744032e-15,3.763801947082974220e-01
7.439073693172120194e-01,-6.070677007358505906e-01,5.392190382873252030e-04,3.008262486594199259e-01
1.072572217519903282e+00,-3.056796725267557635e-02,7.605027718682322302e-15,4.159260181143336621e-01
-6.090359219535447233e-01,-6.617491431816127090e-01,1.736761327310043512e-04,2.817094409108925612e-01
-1.064329533779444503e+00,-3.892200898775968199e-01,5.495603971894524875e-15,3.521118513542913497e-01
-6.256582631905342751e-02,-7.431172507865652088e-01,-2.434316730078600610e-04,2.563113195522831456e-01
2.500852850912331227e-01,7.422950855097268930e-01,2.666041849592667989e-05,2.493279976132807552e-01
7.628263798577447630e-02,5.006479789101097033e-01,-6.716849298982197070e-15,4.075077987921024714e-01
1.681598477203916309e+00,3.071398630940158636e-01,-3.084708464754226664e-04,1.734593411925082485e-01
-1.625688411682466361e+00,4.492753348312548273e-02,-5.884182030513329664e-15,2.704373064664516990e-01
6.875885815698522530e-01,5.710018796022670040e-01,6.050715484207103145e-15,3.313614909320933277e-01
1.450843944741224023e+00,2.717402195174917212e-01,-5.717648576819556183e-15,2.916433901485788738e-01
-5.131702864127584141e-01,4.160166884685879141e-01,-7.160938508832259686e-15,4.180356322410057612e-01
-8.511513477496561730e-01,3.505584880224207889e-01,6.605826996519681416e-15,4.009236848564947664e-01
4.376379062716211910e-01,-7.266327945358170837e-01,-9.236804807856782706e-06,2.474693762187891166e-01
1.333373139684303377e+00,-5.264543693631276167e-01,0.000000000000000000e+00,1.977131528381691761e-01
-6.646296052760548578e-01,6.476740499022629605e-01,-1.877702078877940828e-04,2.842380372095457131e-01
7.750789677298293434e-02,-3.483176758458855771e-01,-6.050715484207103145e-15,4.573377375718606364e-01
7.712274512500278956e-01,2.812773123777050910e-01,7.327471962526033167e-15,4.289229552217673769e-01
-5.691494517111209683e-01,7.452948724502769795e-02,-7.216449660063517513e-15,4.759758590339323581e-01
-1.021923902237743098e+00,5.611673615298184981e-01,4.385380947269368335e-15,2.746061364985969977e-01
-5.770625749348576861e-01,-4.154397246219598827e-01,7.160938508832259686e-15,4.126376763409492776e-01
1.403135270471495666e+00,4.922763610255799227e-01,-3.354484784040441536e-04,1.949408387339316151e-01
-1.639092507363487439e+00,2.904458971237564580e-01,-5.440092820663267048e-15,2.068142274723775431e-01
-9.493071696375781077e-01,4.933647567285256996e-02,-7.660538869913580129e-15,4.348674775646082513e-01
1.273003992932259854e+00,-3.328958463272104762e-01,5.773159728050814010e-15,3.240743935858120262e-01
-2.271021856489121027e-01,-5.584816044505305221e-01,-6.716849298982197070e-15,3.776167674409706132e-01
3.039741607304121684e-01,2.468735615973304820e-01,6.328271240363392280e-15,4.727837159316036209e-01
-8.402563126428457263e-01,-5.445292390142175698e-01,5.662137425588298356e-15,3.226366787868847896e-01
1.658733913341858601e+00,3.114445234014450586e-02,5.634381849972669443e-15,2.573911533195470391e-01
1.176680520794889606e+00,4.111345271058527429e-01,5.273559366969493567e-15,3.183566801427379911e-01
-2.282987904989132455e-01,2.978226913309174884e-01,6.217248937900876626e-15,4.657887849760670163e-01
9.402921687730951827e-01,-2.831020894616967376e-01,-7.327471962526033167e-15,4.053900723253071603e-01
5.720858223273341814e-01,-2.441865899357268943e-01,7.382983113757290994e-15,4.564049479384203467e-01
-1.289992714500407534e+00,-5.392797126762488569e-01,4.513325757446277897e-04,2.053261524744597610e-01
7.561485322644873053e-01,0.000000000000000000e+00,7.605027718682322302e-15,4.603071290708442564e-01
-3.322424356665842904e-01,-1.729614478121521415e-01,7.438494264988548821e-15,4.823578902652871925e-01
-7.527230939641689211e-01,-1.962441562212656199e-01,-7.438494264988548821e-15,4.465310564407517502e-01
2.894620135443881637e-01,-5.607441194701853204e-01,6.661338147750939243e-15,3.736346000920575672e-01
3.367508293733801894e-01,-4.991887363132927607e-02,7.605027718682322302e-15,4.915376968616722575e-01
-1.350383883527951578e+00,7.571551092639196290e-02,7.160938508832259686e-15,3.556964542508692095e-01
4.152091470586214417e-01,5.625569723947139167e-01,6.217248937900876626e-15,3.647144438421486834e-01
-6.318438743535773061e-02,7.856048641561399482e-01,2.786519941618266320e-03,2.137873992638892884e-01
1.394000944206969628e+00,3.054070685832643503e-02,6.994405055138486205e-15,3.466119708956953982e-01
