-1.800000000000000044e+00,-5.933475114804974719e-09,-5.933475189933051666e-09,1.999999999999999556e-01
-1.400000000000000133e+00,-5.142230968405195277e-09,-5.142231026838144473e-09,5.999999999999998668e-01
-9.999999999999998890e-01,-4.350986822005415835e-09,-4.350986863743235626e-09,8.249244888834237344e-01
-5.999999999999999778e-01,-3.559742675605635979e-09,-3.559742700648328433e-09,9.380832691414944247e-01
-2.000000000000000944e-01,-2.768498529205856951e-09,-2.768498537553420826e-09,9.933109837315110546e-01
2.000000000000002609e-01,-1.977254382806076682e-09,-1.977254374458512393e-09,9.933109846324146286e-01
6.000000000000001998e-01,-1.186010236406297446e-09,-1.186010211363604786e-09,9.380832724216308094e-01
1.000000000000000222e+00,-3.947660900065177977e-10,-3.947660482686971793e-10,8.249244928209213956e-01
1.400000000000000133e+00,3.964780563932612307e-10,3.964781148262104273e-10,6.000000000000000888e-01
1.800000000000000044e+00,1.187722202793040673e-09,1.187722277921118034e-09,2.000000000000001776e-01
